,Date,Decred - Tweets
658,2012/05/05,5807441
659,2012/05/06,3031036
660,2012/05/07,10754131
661,2012/05/08,19380582
662,2012/05/09,11509367
663,2012/05/10,5626157
664,2012/05/11,7235819
665,2012/05/12,15564577
666,2012/05/13,7163413
667,2012/05/14,11202517
668,2012/05/15,18536344
669,2012/05/16,17130111
670,2012/05/17,17223994
671,2012/05/18,9304344
672,2012/05/19,6027189
673,2012/05/20,10048733
674,2012/05/21,19193835
675,2012/05/22,20507961
676,2012/05/23,9045806
677,2012/05/24,5533670
678,2012/05/25,12251729
679,2012/05/26,24389613
680,2012/05/27,10065650
681,2012/05/28,10683897
682,2012/05/29,16017628
683,2012/05/30,12002418
684,2012/05/31,24417787
685,2012/06/01,15239810
686,2012/06/02,10134714
687,2012/06/03,8708471
688,2012/06/04,24095730
689,2012/06/05,24014390
690,2012/06/06,13381460
691,2012/06/07,26473181
692,2012/06/08,30388243
693,2012/06/09,7497577
694,2012/06/10,17845697
695,2012/06/11,16530801
696,2012/06/12,14261857
697,2012/06/13,13885440
698,2012/06/14,28435694
699,2012/06/15,21192997
700,2012/06/16,24763928
701,2012/06/17,8571457
702,2012/06/18,15381578
703,2012/06/19,13236085
704,2012/06/20,10831625
705,2012/06/21,6575995
706,2012/06/22,14677617
707,2012/06/23,19246397
708,2012/06/24,11810437
709,2012/06/25,11206594
710,2012/06/26,10658889
711,2012/06/27,12642568
712,2012/06/28,22691016
713,2012/06/29,16408573
714,2012/06/30,8943817
715,2012/07/01,8655829
716,2012/07/02,7407358
717,2012/07/03,9139436
718,2012/07/04,14450738
719,2012/07/05,12968086
720,2012/07/06,8834072
721,2012/07/07,27437304
722,2012/07/08,5229954
723,2012/07/09,14357637
724,2012/07/10,15062811
725,2012/07/11,7949880
726,2012/07/12,9696066
727,2012/07/13,18272521
728,2012/07/14,18257936
729,2012/07/15,9773468
730,2012/07/16,16617587
731,2012/07/17,21315661
732,2012/07/18,13756605
733,2012/07/19,10196875
734,2012/07/20,13719236
735,2012/07/21,20224216
736,2012/07/22,14124791
737,2012/07/23,17785712
738,2012/07/24,14373873
739,2012/07/25,8351558
740,2012/07/26,19707970
741,2012/07/27,18812052
742,2012/07/28,14933593
743,2012/07/29,9229877
744,2012/07/30,7957680
745,2012/07/31,26954786
746,2012/08/01,20699064
747,2012/08/02,17167791
748,2012/08/03,14630818
749,2012/08/04,14414183
750,2012/08/05,20688077
751,2012/08/06,20746773
752,2012/08/07,20731461
753,2012/08/08,17443657
754,2012/08/09,15118170
755,2012/08/10,18073998
756,2012/08/11,17030355
757,2012/08/12,17597812
758,2012/08/13,21174045
759,2012/08/14,17408567
760,2012/08/15,21472648
761,2012/08/16,26514111
762,2012/08/17,33293937
763,2012/08/18,24518487
764,2012/08/19,57437627
765,2012/08/20,86140441
766,2012/08/21,53874175
767,2012/08/22,75588121
768,2012/08/23,74854950
